card_id,chars,empath_business,empath_communication,empath_crime,empath_death,empath_family,empath_healing,empath_help,empath_law,empath_money,empath_negative_emotion,empath_office,empath_positive_emotion,empath_speaking,empath_trust,empath_violence,empath_work,file,is_legal,model_under_test,output_id,task_id,words
ghoul,5942,0.009794319294809012,0.009794319294809012,0.002938295788442703,0.0,0.004897159647404506,0.0,0.0019588638589618022,0.011753183153770812,0.019588638589618023,0.0,0.004897159647404506,0.0009794319294809011,0.004897159647404506,0.007835455435847209,0.0009794319294809011,0.005876591576885406,outputs/gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter.md,True,gemma4-31b-it,gemma4-31b-it__ghoul__brutal_korean_guarantee_issue_spotter,brutal_korean_guarantee_issue_spotter,1009
ghoul,15623,0.0020373514431239388,0.006112054329371817,0.0027164685908319186,0.008149405772495755,0.0013582342954159593,0.0013582342954159593,0.0020373514431239388,0.001697792869269949,0.0020373514431239388,0.005772495755517827,0.003735144312393888,0.005772495755517827,0.0064516129032258064,0.0050933786078098476,0.0027164685908319186,0.0030560271646859084,outputs/gemma4-31b-it__ghoul__canonical_lsi_4turn.md,False,gemma4-31b-it,gemma4-31b-it__ghoul__canonical_lsi_4turn,canonical_lsi_4turn,2973
ghoul,3082,0.0018484288354898336,0.0073937153419593345,0.0,0.0036968576709796672,0.0073937153419593345,0.0,0.0,0.0036968576709796672,0.005545286506469501,0.0073937153419593345,0.011090573012939002,0.005545286506469501,0.0036968576709796672,0.005545286506469501,0.0036968576709796672,0.0018484288354898336,outputs/gemma4-31b-it__ghoul__creative_legal_noir_scene.md,False,gemma4-31b-it,gemma4-31b-it__ghoul__creative_legal_noir_scene,creative_legal_noir_scene,546
ghoul,8310,0.008754208754208754,0.011447811447811448,0.00202020202020202,0.0013468013468013469,0.0,0.0013468013468013469,0.0047138047138047135,0.006734006734006734,0.003367003367003367,0.0013468013468013469,0.010774410774410775,0.0013468013468013469,0.012121212121212121,0.00404040404040404,0.0006734006734006734,0.010101010101010102,outputs/gemma4-31b-it__ghoul__legal_emotional_4turn.md,True,gemma4-31b-it,gemma4-31b-it__ghoul__legal_emotional_4turn,legal_emotional_4turn,1489
grounded_ai,5050,0.012165450121654502,0.00851581508515815,0.0012165450121654502,0.0024330900243309003,0.009732360097323601,0.0,0.0036496350364963502,0.01338199513381995,0.029197080291970802,0.0024330900243309003,0.006082725060827251,0.0012165450121654502,0.006082725060827251,0.0036496350364963502,0.0024330900243309003,0.009732360097323601,outputs/gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter.md,True,gemma4-31b-it,gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter,brutal_korean_guarantee_issue_spotter,797
grounded_ai,18272,0.0030637254901960784,0.008272058823529412,0.003676470588235294,0.004595588235294118,0.002144607843137255,0.0006127450980392157,0.002144607843137255,0.008272058823529412,0.00030637254901960784,0.003676470588235294,0.0009191176470588235,0.005208333333333333,0.005208333333333333,0.005821078431372549,0.0015318627450980392,0.001838235294117647,outputs/gemma4-31b-it__grounded_ai__canonical_lsi_4turn.md,False,gemma4-31b-it,gemma4-31b-it__grounded_ai__canonical_lsi_4turn,canonical_lsi_4turn,3264
grounded_ai,3238,0.0,0.007104795737122558,0.0017761989342806395,0.0,0.003552397868561279,0.0,0.0,0.003552397868561279,0.0017761989342806395,0.0017761989342806395,0.0053285968028419185,0.003552397868561279,0.003552397868561279,0.0017761989342806395,0.003552397868561279,0.003552397868561279,outputs/gemma4-31b-it__grounded_ai__creative_legal_noir_scene.md,False,gemma4-31b-it,gemma4-31b-it__grounded_ai__creative_legal_noir_scene,creative_legal_noir_scene,568
grounded_ai,13501,0.025344597598932858,0.008892841262783458,0.0031124944419742106,0.00044464206313917296,0.00044464206313917296,0.0013339261894175188,0.0026678523788350376,0.017341040462427744,0.00755891507336594,0.0035571365051133837,0.017341040462427744,0.0013339261894175188,0.005335704757670075,0.004446420631391729,0.0013339261894175188,0.018674966651845263,outputs/gemma4-31b-it__grounded_ai__legal_emotional_4turn.md,True,gemma4-31b-it,gemma4-31b-it__grounded_ai__legal_emotional_4turn,legal_emotional_4turn,2220
grounded_ai_female_overt,5512,0.013590033975084938,0.011325028312570781,0.0011325028312570782,0.0022650056625141564,0.01245753114382786,0.0011325028312570782,0.0033975084937712344,0.01698754246885617,0.01812004530011325,0.0,0.0033975084937712344,0.0011325028312570782,0.0033975084937712344,0.0011325028312570782,0.0,0.004530011325028313,outputs/gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter.md,True,gemma4-31b-it,gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter,brutal_korean_guarantee_issue_spotter,861
grounded_ai_female_overt,14434,0.0030627871362940277,0.002297090352220521,0.004211332312404288,0.004594180704441042,0.0011485451761102604,0.0011485451761102604,0.002679938744257274,0.006125574272588055,0.0007656967840735069,0.005359877488514548,0.0015313935681470138,0.004211332312404288,0.0049770290964777945,0.003445635528330781,0.0030627871362940277,0.0030627871362940277,outputs/gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn.md,False,gemma4-31b-it,gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn,canonical_lsi_4turn,2635
grounded_ai_female_overt,3227,0.003656307129798903,0.012797074954296161,0.0,0.0,0.005484460694698354,0.0,0.0018281535648994515,0.003656307129798903,0.009140767824497258,0.0,0.012797074954296161,0.003656307129798903,0.014625228519195612,0.003656307129798903,0.0,0.007312614259597806,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,False,gemma4-31b-it,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,creative_legal_noir_scene,557
grounded_ai_female_overt,11497,0.022935779816513763,0.013251783893985729,0.0025484199796126403,0.0,0.0010193679918450561,0.0020387359836901123,0.003567787971457696,0.011722731906218144,0.00815494393476045,0.0025484199796126403,0.0127420998980632,0.0010193679918450561,0.010193679918450561,0.0045871559633027525,0.0010193679918450561,0.012232415902140673,outputs/gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn.md,True,gemma4-31b-it,gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn,legal_emotional_4turn,1955
human,5387,0.011739594450373533,0.0064034151547491995,0.0032017075773745998,0.005336179295624333,0.007470651013874066,0.0010672358591248667,0.0021344717182497333,0.010672358591248666,0.0192102454642476,0.0021344717182497333,0.004268943436499467,0.0032017075773745998,0.0064034151547491995,0.0064034151547491995,0.0021344717182497333,0.008537886872998933,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,True,gemma4-31b-it,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,brutal_korean_guarantee_issue_spotter,921
human,16430,0.0009861932938856016,0.006245890861275477,0.005588428665351742,0.004930966469428008,0.005917159763313609,0.0019723865877712033,0.0013149243918474688,0.006903353057199211,0.001643655489809336,0.003616042077580539,0.004273504273504274,0.005917159763313609,0.004273504273504274,0.0039447731755424065,0.0019723865877712033,0.0029585798816568047,outputs/gemma4-31b-it__human__canonical_lsi_4turn.md,False,gemma4-31b-it,gemma4-31b-it__human__canonical_lsi_4turn,canonical_lsi_4turn,3067
human,3411,0.003418803418803419,0.010256410256410256,0.005128205128205128,0.0,0.003418803418803419,0.0,0.0,0.005128205128205128,0.011965811965811967,0.0017094017094017094,0.005128205128205128,0.005128205128205128,0.006837606837606838,0.003418803418803419,0.0,0.006837606837606838,outputs/gemma4-31b-it__human__creative_legal_noir_scene.md,False,gemma4-31b-it,gemma4-31b-it__human__creative_legal_noir_scene,creative_legal_noir_scene,594
human,8335,0.007899934167215274,0.02238314680710994,0.0026333113890717576,0.0006583278472679394,0.0,0.0032916392363396972,0.005266622778143515,0.005266622778143515,0.0006583278472679394,0.0032916392363396972,0.017116524028966424,0.0032916392363396972,0.02304147465437788,0.003949967083607637,0.0013166556945358788,0.018433179723502304,outputs/gemma4-31b-it__human__legal_emotional_4turn.md,True,gemma4-31b-it,gemma4-31b-it__human__legal_emotional_4turn,legal_emotional_4turn,1521
no_card,5019,0.020050125313283207,0.012531328320802004,0.0012531328320802004,0.0012531328320802004,0.007518796992481203,0.0012531328320802004,0.0012531328320802004,0.013784461152882205,0.022556390977443608,0.0,0.005012531328320802,0.002506265664160401,0.002506265664160401,0.0037593984962406013,0.0,0.011278195488721804,outputs/gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter.md,True,gemma4-31b-it,gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter,brutal_korean_guarantee_issue_spotter,746
no_card,13310,0.0013519603424966202,0.006309148264984227,0.0013519603424966202,0.00405588102748986,0.0027039206849932404,0.0013519603424966202,0.0027039206849932404,0.0013519603424966202,0.0004506534474988734,0.0018026137899954935,0.0013519603424966202,0.005858494817485353,0.007210455159981974,0.0013519603424966202,0.002253267237494367,0.0009013068949977468,outputs/gemma4-31b-it__no_card__canonical_lsi_4turn.md,False,gemma4-31b-it,gemma4-31b-it__no_card__canonical_lsi_4turn,canonical_lsi_4turn,2231
no_card,2806,0.0,0.006276150627615063,0.0,0.0,0.0041841004184100415,0.0,0.0020920502092050207,0.014644351464435146,0.0,0.0,0.006276150627615063,0.0020920502092050207,0.014644351464435146,0.006276150627615063,0.0,0.0020920502092050207,outputs/gemma4-31b-it__no_card__creative_legal_noir_scene.md,False,gemma4-31b-it,gemma4-31b-it__no_card__creative_legal_noir_scene,creative_legal_noir_scene,485
no_card,12643,0.0294543698696282,0.01158860453887011,0.0014485755673587638,0.0,0.0,0.0014485755673587638,0.0043457267020762915,0.01979719942056977,0.009657170449058426,0.0028971511347175277,0.01496861419604056,0.0014485755673587638,0.008208594881699663,0.004828585224529213,0.0009657170449058426,0.01979719942056977,outputs/gemma4-31b-it__no_card__legal_emotional_4turn.md,True,gemma4-31b-it,gemma4-31b-it__no_card__legal_emotional_4turn,legal_emotional_4turn,2023
source_skeleton,5285,0.010830324909747292,0.007220216606498195,0.0024067388688327317,0.0012033694344163659,0.012033694344163659,0.0,0.0024067388688327317,0.019253910950661854,0.019253910950661854,0.0024067388688327317,0.0036101083032490976,0.0024067388688327317,0.006016847172081829,0.0012033694344163659,0.0,0.006016847172081829,outputs/gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter.md,True,gemma4-31b-it,gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter,brutal_korean_guarantee_issue_spotter,804
source_skeleton,13636,0.007042253521126761,0.005385252692626346,0.007870753935376968,0.007042253521126761,0.004556752278376139,0.002071251035625518,0.0016570008285004142,0.015327257663628831,0.00041425020712510354,0.005385252692626346,0.005385252692626346,0.00579950289975145,0.004556752278376139,0.0016570008285004142,0.002899751449875725,0.007042253521126761,outputs/gemma4-31b-it__source_skeleton__canonical_lsi_4turn.md,False,gemma4-31b-it,gemma4-31b-it__source_skeleton__canonical_lsi_4turn,canonical_lsi_4turn,2429
source_skeleton,2952,0.0099601593625498,0.013944223107569721,0.00199203187250996,0.0,0.00597609561752988,0.0,0.0,0.00796812749003984,0.00398406374501992,0.00398406374501992,0.00796812749003984,0.00199203187250996,0.0099601593625498,0.00796812749003984,0.0,0.00199203187250996,outputs/gemma4-31b-it__source_skeleton__creative_legal_noir_scene.md,False,gemma4-31b-it,gemma4-31b-it__source_skeleton__creative_legal_noir_scene,creative_legal_noir_scene,508
source_skeleton,13194,0.02436781609195402,0.009195402298850575,0.0022988505747126436,0.0,0.0004597701149425287,0.0018390804597701149,0.005977011494252874,0.014252873563218391,0.008275862068965517,0.001379310344827586,0.016091954022988506,0.0009195402298850574,0.0073563218390804595,0.005977011494252874,0.001379310344827586,0.016551724137931035,outputs/gemma4-31b-it__source_skeleton__legal_emotional_4turn.md,True,gemma4-31b-it,gemma4-31b-it__source_skeleton__legal_emotional_4turn,legal_emotional_4turn,2134
